source;target;operator;cables;fromrelation;voltage;wires;ref;rohmkm;ithmaxa;type;frequency;wktsrid4326;lengthm;xohmkm;cnfkm;name;lid
403678;312619;ÐÐÐ Â«ÐÐ ÐÐ°Ð»Ð¸Ð½Ð¸Ð½Ð³ÑÐ°Ð´Â»;3;'';330000;2;Ð-441;;;line;50;"SRID=4326;LINESTRING(20.5080563496249 54.6373659463581,20.584523417047 54.6624427097336)";16476.5770920472;;;ÐÐ°Ð»Ð¸Ð½Ð¸Ð½Ð³ÑÐ°Ð´ÑÐºÐ°Ñ Ð¢Ð­Ð¦-2 â ÐÐ¡ Ð-1 Â«Ð¦ÐµÐ½ÑÑÐ°Ð»ÑÐ½Ð°ÑÂ»;339139
305386;56011;;"3;3;6";'';"400000;400000;400000";2;;;;line;"50;50;50";"SRID=4326;LINESTRING(16.1627633617482 45.8760708856485,16.2408933702133 45.6651887371706)";29344.9800555538;;;"DV Å½erjavinec - Ernestinovo;DV Å½erjavinec - Tumbri;DV Å½erjavinec - Ernestinovo - Tumbri";823411
305386;56009;;3;'';400000;2;;;;line;50;"SRID=4326;LINESTRING(15.8693096869699 45.6815460431778,16.2408933702133 45.6651887371706)";31579.107262988;;;DV Tumbri - Å½erjavinec;473261
76011;320042;TERNA;3;'';220000;;22.234;;;line;;"SRID=4326;LINESTRING(11.0560900274137 46.5649370412664,11.1408034762133 46.6099227613001)";8630.25223169886;;;San Pancrazio-Lana;588686
76016;105126;;"3;3;3;3";'';"400000;400000;400000;400000";"2;2;2;2";;;;line;;"SRID=4326;LINESTRING(21.9709348553603 43.3020710464633,22.1231621962772 44.0545932148325)";98347.1816044734;;;;329537
436467;436465;;;'';110000;;;;;line;;"SRID=4326;LINESTRING(40.3839761465919 56.1860289809401,40.4426475804941 56.3210395006868)";15997.9121850276;;;;831950
403703;320259;;3;'';130000;;;;;line;;"SRID=4326;LINESTRING(17.5798267989009 64.9647610427014,18.9006879658412 64.4824525595087)";83979.4893858022;;;;828210
403703;110483;Svenska kraftnÃ¤t;3;'';400000;;;;;line;50;"SRID=4326;LINESTRING(17.5798267989009 64.9647610427014,16.1319380368036 63.5983633236245)";172856.693846712;;;;820859
403703;115566;;"3;3";'';"400000;400000";;;;;line;;"SRID=4326;LINESTRING(17.5798267989009 64.9647610427014,16.3276293297335 63.5856601456891)";168621.279406842;;;;827870
403703;109222;Svenska KraftnÃ¤t;"3;3";'';"400000;400000";;;;;line;;"SRID=4326;LINESTRING(19.8001999562808 66.9593621676375,17.5798267989009 64.9647610427014)";256589.759368071;;;;336483
108794;108811;;3;'';220000;;;;;line;50;"SRID=4326;LINESTRING(20.6669117963655 44.8301264402185,20.6853223868604 44.8273517179098)";1961.6437268647;;;;171032
65817;424868;;"6;6";'';"275000;66000;275000";;;;;line;;"SRID=4326;LINESTRING(-3.68777253919249 51.5358362829959,-3.73367236751858 51.5396910172224)";3203.91410802174;;;;770403
65817;59846;National Grid;6;'';275000;2;;;;line;;"SRID=4326;LINESTRING(-3.40695838445447 51.4869830341309,-3.68777253919249 51.5358362829959)";22424.2613383816;;;;822815
400426;313605;RTE;"3;3";'';"225000;225000";;;;;line;50;"SRID=4326;LINESTRING(5.06361757481251 47.3610143628491,4.68753010076107 47.3262672913092)";32643.7575626727;;;;343410
400426;313702;RTE;3;'';400000;;;;;line;;"SRID=4326;LINESTRING(4.72002796864886 46.6307292553251,4.68753010076107 47.3262672913092)";81370.3404475376;;;;381655
400426;314664;RTE;"3;3";'';"225000;225000";;;;;line;;"SRID=4326;LINESTRING(4.1134334763564 47.6951678546102,4.68753010076107 47.3262672913092)";59749.6283168916;;;;324348
400426;53709;RTE;3;'';400000;;;;;line;;"SRID=4326;LINESTRING(3.74093739943228 47.8865055654482,4.68753010076107 47.3262672913092)";94980.9373762019;;;;26812
400426;313679;RTE;"3;3;3;6";'';"225000;400000;225000;400000;225000";;;;;line;;"SRID=4326;LINESTRING(4.56506139561596 46.9021378380151,4.68753010076107 47.3262672913092)";48691.4174698298;;;;820754
400426;310395;RTE;"3;6;3";'';"400000;400000;400000";"2;2;2";;;;line;"50;50;50";"SRID=4326;LINESTRING(5.79176373701988 46.0648435465875,4.68753010076107 47.3262672913092)";167042.284951726;;;;818933
108802;102302;;3;'';300000;;;;;line;;"SRID=4326;LINESTRING(11.6211518167766 64.0276733219273,11.776992593071 64.4780982400842)";54647.0305932752;;;;170969
108811;49523;;3;'';220000;;;;;line;50;"SRID=4326;LINESTRING(20.6990024783697 44.8685960972963,20.6853223868604 44.8273517179098)";21757.2576195294;;;;124379
100057;307933;;6;'';220000;;;;;line;;"SRID=4326;LINESTRING(18.0374888782463 59.4131471508468,18.0333333874835 59.4170728607468)";354.499593080091;;;;700844
65818;313605;RTE;"6;3";'';"225000;225000;63000;63000";;;;;line;"50;50";"SRID=4326;LINESTRING(5.05988741961687 47.3526246784918,5.06361757481251 47.3610143628491)";839.745156436861;;;;831712
403742;420790;;;'';;;;;;line;;"SRID=4326;LINESTRING(42.0271349078261 44.6633532942846,42.0112993881209 44.6577003033361)";1271.50352413826;;;;265147
76064;63949;"AS ""Augstsprieguma tÄ«kls""";3;'';330000;2;LN 501;;;line;50;"SRID=4326;LINESTRING(24.1824595849532 56.9885266916163,24.2680540908488 56.9183575630286)";11666.167103757;;;;52928
338211;86102;ÐÐÐ;3;'';400000;2;;;;line;;"SRID=4326;LINESTRING(24.1653586870473 43.2635275418583,24.6226892565486 43.3452574698815)";40621.0499959594;;;Ð Ð¾Ð´Ð¸Ð½Ð°;448084
403749;92162;;3;'';380000;3;21.306;;;line;;"SRID=4326;LINESTRING(16.61625190794 38.9955778179255,16.4652590352478 38.8686450684712)";20014.5826193198;;;Maida-Magisano;249360
370984;91758;;6;'';;1;;;;line;50;"SRID=4326;LINESTRING(-0.162914122049349 39.8150234891759,-0.170039584848189 39.7913808943514)";2724.17056385303;;;;670698
370988;91758;;3;'';220000;1;;;;line;50;"SRID=4326;LINESTRING(-0.162914122049349 39.8150234891759,-0.165995189776026 39.8101203506041)";488.408071041344;;;;462888
305464;53930;;12;'';"220000;110000";"2;1";;;;line;50;"SRID=4326;LINESTRING(6.75550685352124 49.3648623497296,6.76303273249873 49.3628282623589)";525.934062315957;;;Saarwellingen - Dieflen;610118
403780;404430;;;'';400000;;;;;line;;"SRID=4326;LINESTRING(3.69242759163216 51.448029274634,3.72172230860127 51.4332758067586)";1944.20817298835;;;;708660
67297;63624;RTE;;'';225000;;;;;line;;"SRID=4326;LINESTRING(1.31745442067106 43.9826963901954,0.83058630909346 44.461582617104)";66459.0822948647;;;;54019
76104;85570;RTE;3;'';90000;1;;;;line;50;"SRID=4326;LINESTRING(-0.478038901498755 47.4858854634882,-0.51479555880125 47.4727245275943)";3150.25241904822;;;;59140
76104;78460;RTE;3;'';225000;1;;;;line;50;"SRID=4326;LINESTRING(-0.478038901498755 47.4858854634882,-0.455344003844962 47.4499232239736)";4478.52897146003;;;;705032
76104;59310;RTE;"3;3;6";'';"225000;225000;225000";"1;1;1";;;;line;"50;50;50";"SRID=4326;LINESTRING(-0.478038901498755 47.4858854634882,-0.114507468258783 47.2079373721866)";45422.1226412103;;;;816531
76104;324007;RTE;3;'';225000;1;;;;line;50;"SRID=4326;LINESTRING(-0.478038901498755 47.4858854634882,-0.52123567568013 47.5423886783293)";7088.38814575761;;;;606105
76108;321352;50Hertz;"3;6;3";'';"380000;380000;380000";"3;3;3";450;;;line;"50;50;50";"SRID=4326;LINESTRING(10.3880041290116 51.0062370565876,10.3857738373501 51.0017885993453)";329.927937942356;;;"Mecklar;450;454;Vieselbach";827217
305487;56127;RWE;12;'';"220000;110000";;2413;;;line;50;"SRID=4326;LINESTRING(8.02041677489431 50.9236178111588,7.99050349279668 50.9504281707463)";4032.95544045422;;;;389014
401888;61330;;"3;6;3";'';"225000;225000;225000";;;;;line;;"SRID=4326;LINESTRING(4.84744616578761 43.4283404440126,4.90618373997568 43.4548419712506)";12817.0802819618;;;;831855
108908;339972;;6;'';220000;;;;;line;;"SRID=4326;LINESTRING(8.01163056221974 46.3320844413446,8.01679816930967 46.3283130435534)";465.565327860531;;;;748446
403822;90284;National Grid;3;'';400000;2;;;;line;;"SRID=4326;LINESTRING(-1.29056316809894 53.715734368661,-1.28090346659712 53.7178523819056)";250.557355900882;;;;139738
403822;90285;National Grid;6;'';275000;;;;;line;;"SRID=4326;LINESTRING(-1.28201520670829 53.7236319077559,-1.28090346659712 53.7178523819056)";120.879814090403;;;;748521
403822;96494;;3;'';66000;1;;;;line;;"SRID=4326;LINESTRING(-1.27202004730551 53.7194739574313,-1.28090346659712 53.7178523819056)";128.23249347764;;;;139737
403829;401869;;3;'';"220000;220000";;22.254;;;line;;"SRID=4326;LINESTRING(16.5445466197679 40.4168827325594,16.5537597713976 40.4202101094653)";1133.54079769878;;;Pisticci-Tecnoparco;322662
64730;63378;RTE;3;'';225000;1;;;;line;50;"SRID=4326;LINESTRING(-1.87045810264183 47.2862183954339,-2.09981215222308 47.4320476890857)";30402.0725854841;;;;33279
64730;306871;RTE;;'';225000;;;;;line;;"SRID=4326;LINESTRING(-2.09769187712785 47.4334428133696,-2.09518395317142 47.4336213783933)";190.233047888949;;;;801259
34538;58249;;"3;3;3;3";'';"400000;400000;400000;400000";;;;;line;;"SRID=4326;LINESTRING(24.3183600326287 42.1510541927261,24.7702805118579 42.113173541734)";46337.3423215546;;;;715960
34538;46844;;6;'';220000;;;;;line;;"SRID=4326;LINESTRING(24.3183600326287 42.1510541927261,23.4710265197048 42.648996562842)";91499.3987395255;;;ÐÐµÐ½ÐºÐ¾Ð²ÑÐºÐ¸-ÐÐ±Ð¾ÑÐ¸ÑÐµ;35796
34538;309652;;3;'';220000;;;;;line;;"SRID=4326;LINESTRING(24.3183600326287 42.1510541927261,24.3824998718374 42.0257736898025)";14852.7574888276;;;;676072
34538;106229;;"3;3;3;3";'';"400000;400000;400000;400000";;;;;line;;"SRID=4326;LINESTRING(24.3183600326287 42.1510541927261,23.9350298349459 42.2443680027717)";35578.7930866057;;;;715961
141699;389466;;;'';220000;;;;;line;;"SRID=4326;LINESTRING(39.0735042867699 45.0319341933886,39.0735973458372 45.0407380498551)";935.953039599068;;;;757154
108933;59626;;"3;6;3";'';"400000;400000;400000";"2;2;2";;;;line;"50;50;50";"SRID=4326;LINESTRING(18.6530734812657 47.4730351310215,18.8331942482702 47.3377843346919)";24279.4452073336;;;MartonvÃ¡sÃ¡r - Bicske;827553
305542;302860;;"3;6";'';"220000;220000;220000";"1;1";22.223;;;line;;"SRID=4326;LINESTRING(8.76555168413473 45.522840865479,8.58625612809356 45.6694510645509)";22940.7941679455;;;Pallanzeno-Magenta;714229
305542;305543;;6;'';220000;2;;;;line;;"SRID=4326;LINESTRING(8.58625612809356 45.6694510645509,8.61731385190601 45.6894495413896)";3555.89661526818;;;;490170
305543;52405;;6;'';"220000;132000";2;"23.800;23.801";;;line;;"SRID=4326;LINESTRING(8.66809431127774 45.7367274687143,8.61731385190601 45.6894495413896)";8305.38702426664;;;;483881
338312;338313;;6;'';400000;;;;;line;;"SRID=4326;LINESTRING(23.4992301110855 61.4213514936895,23.5157308153819 61.4084801625652)";1790.95676128754;;;;445236
338312;351730;;3;'';400000;;;;;line;;"SRID=4326;LINESTRING(22.5890537414491 61.1512215776187,23.4992301110855 61.4213514936895)";64873.168017326;;;;437463
338312;77420;;3;'';400000;;;;;line;;"SRID=4326;LINESTRING(23.4341206273225 61.4638727883892,23.4992301110855 61.4213514936895)";7578.85314817135;;;;747558
338313;307332;;3;'';400000;;;;;line;;"SRID=4326;LINESTRING(23.5825957457454 61.3928535783753,23.5157308153819 61.4084801625652)";4352.10547422532;;;;657680
338317;80707;Ð¤Ð¡Ð ÐÐ­Ð¡;"3;3;3;6";'';"220000;220000;220000;110000";"1;1;1;1";;;;line;;"SRID=4326;LINESTRING(38.466134182665 55.0459852901879,38.6349149882978 55.3124404541789)";38489.7603795256;;;;831564
403857;103391;;"3;6;3";'';"220000;220000;220000";"1;1;1";;;;line;;"SRID=4326;LINESTRING(39.6383567013154 52.5111129595521,39.614431266988 52.5344466674469)";4312.73224866705;;;;816966
73460;344552;Red ElÃ©ctrica EspaÃ±ola;"3;3;3";'';"400000;400000;400000";"2;2;2";;;;line;50;"SRID=4326;LINESTRING(-1.56505263884164 39.5246299838354,-3.0828640838585 40.0318709463383)";146488.549253189;;;;719026
73460;438188;Red ElÃ©ctrica EspaÃ±ola;"3;3;3";'';"400000;400000;400000";"2;2;2";;;;line;50;"SRID=4326;LINESTRING(-1.56505263884164 39.5246299838354,-1.53443075234713 39.5315595531626)";2585.28995015403;;;;789413
338326;422133;;2;'';132000;1;;;;line;16.7;"SRID=4326;LINESTRING(9.56140449812688 47.3041400627274,9.56209537857209 47.3046033044665)";39.883259256375;;;;766530
108951;313786;Enea Operator;"6;12;3";'';"110000;110000;400000;400000;220000;110000;220000";"2;1";13;;;line;"50;50;50";"SRID=4326;LINESTRING(16.9255251400579 52.2974621623486,17.1689261471252 52.2811349320149)";17474.7057029044;;;"110kV Plewiska - Kromolice;Plewiska;400kV Plewiska - Kromolice;400kV Plewiska - Kromolice + 220kV Plewiska - Konin + 110kV Plewiska - Kromolice;220kV Plewiska - Konin";824514
108951;324851;;6;'';"400000;110000";;;;;line;;"SRID=4326;LINESTRING(17.1689261471252 52.2811349320149,17.2111199606365 52.2168146802694)";7915.65487692415;;;400kV Kromolice - OstrÃ³w + 110kV Kromolice - Åroda;620033
108951;97646;PSE Operator;"3;6";'';"220000;400000;220000;220000";2;3;;;line;50;"SRID=4326;LINESTRING(18.27021403201 52.2866657047822,17.1689261471252 52.2811349320149)";77632.7808645905;;;"220kV Plewiska - Konin;400kV Kromolice - PÄtnÃ³w (nieczynna) + 220kV Plewiska - Konin;Plewiska";343265
338330;338369;;"3;3;3";'';"220000;220000;220000";"1;1;1";;;;line;;"SRID=4326;LINESTRING(37.6200257489235 55.4637627801089,37.5906805733687 55.4087570561783)";6460.76992073614;;;;738670
338330;49018;;6;'';220000;1;;;;line;;"SRID=4326;LINESTRING(37.5799738362682 55.4167413794242,37.5906805733687 55.4087570561783)";1097.86649193781;;;;468188
338330;439019;;"3;3;3";'';"220000;220000;220000";"1;1;1";;;;line;;"SRID=4326;LINESTRING(37.5906805733687 55.4087570561783,37.6269303970481 55.5633396856333)";18546.1237216282;;;;319756
76190;336025;;"3;3";'';"330000;330000";"2;2";Ð-211;;;line;;"SRID=4326;LINESTRING(35.0725910713709 47.8684675400138,35.0656145986025 47.8656716408051)";607.519465867549;;;;810179
76190;91829;;"3;3;3";'';"154000;154000;154000";"1;1;1";;;;line;;"SRID=4326;LINESTRING(35.074705460972 47.8691562997296,35.1141374789654 47.8567191373628)";5229.17836192722;;;;345850
108964;440989;;3;'';150000;;23.324;;;line;;"SRID=4326;LINESTRING(8.99057189270654 39.1232133533973,8.99564882731845 39.2254812701447)";12604.4268992326;;;Rumianca-Sarroch;312755
403877;112116;;3;'';110000;;;;;line;;"SRID=4326;LINESTRING(19.2996519088353 51.267564906906,19.3841342568137 51.23968021636)";7304.09764314337;;;110kV Piaski - Rogowiec Stary;829785
403877;35007;;3;'';"110000;110000";;;;;line;;"SRID=4326;LINESTRING(19.3847219806503 51.2418692501627,19.3841342568137 51.23968021636)";50.0422343945545;;;"110kV Piaski - BeÅchatÃ³w;110kV Piaski - BeÅchatÃ³w ZamoÅcie";832845
403878;120629;;"3;3";'';"330000;330000";"2;2";Ð-251;;;line;;"SRID=4326;LINESTRING(30.613169500253 48.1453430536658,29.2197321845587 48.7044788837917)";130496.12811485;;;;830309
403878;322383;;6;'';330000;;;;;line;;"SRID=4326;LINESTRING(29.2127074677249 48.6902136928251,29.2197321845587 48.7044788837917)";1290.91638472724;;;;415616
76201;320841;EnBW;6;'';110000;1;1300;;;line;50;"SRID=4326;LINESTRING(8.54432694482855 49.4356009932415,8.55015876570567 49.4324301577776)";413.168683535213;;;"Rheinau - Hockenheim; Rheinau - ScheffelstraÃe";565259
76201;320842;EnBW;6;'';220000;4;5220;;;line;50;"SRID=4326;LINESTRING(8.54432694482855 49.4356009932415,8.54774319590668 49.4354669848306)";135.953949700004;;;;673861
76201;47987;EnBW;6;'';220000;"4;2";5100;;;line;50;"SRID=4326;LINESTRING(8.54432694482855 49.4356009932415,8.5386920066933 49.386005322072)";5603.41782741784;;;"ALHIM-GKMBB;DAXLA-NEURO";832691
76201;76163;MVV_Energie_AG;6;'';"20000;20000";;;;;line;;"SRID=4326;LINESTRING(8.54671180232429 49.440817982101,8.54432694482855 49.4356009932415)";168.786619830878;;;UW5-Rh101;711675
403883;50105;;"3;3;6;6";'';"400000;400000;400000;400000";;;;;line;;"SRID=4326;LINESTRING(-0.750534622382865 53.5947838796924,-0.805819990650775 53.3621156630434)";26452.7709555397;;;;829099
403883;89300;National Grid;6;'';400000;;;;;line;;"SRID=4326;LINESTRING(-0.221120452981435 52.9313846918414,-0.805819990650775 53.3621156630434)";65380.5391062403;;;National Grid Walpole-?;146117
403883;59668;;"6;6";'';"400000;400000";;;;;line;;"SRID=4326;LINESTRING(-0.755995524900173 53.5980945577232,-0.805819990650775 53.3621156630434)";27227.147450798;;;;321630
338348;62886;;3;'';220000;;22.254;;;line;;"SRID=4326;LINESTRING(10.697889933862 45.4043731868207,10.8332260997321 45.4671952529876)";12735.0319466172;;;Mincio-Bussolengo;830665
403890;85523;;"3;3";'';"132000;132000;132000";1;;;;line;"50;50";"SRID=4326;LINESTRING(11.0920074465663 55.6491521833871,11.0860499431405 55.6621082529868)";968.924647461208;;;;730678
338362;320753;;8;'';"220000;132000";;;;;line;"50;16.7";"SRID=4326;LINESTRING(6.80312319615606 46.5357273895316,6.62039643505566 46.5550187406627)";14487.2617585205;;;;472433
89748;85184;;3;'';"154000;380000;154000;154000;154000";;;;;line;;"SRID=4326;LINESTRING(29.974684104444 40.174400172555,29.446551146189 39.6182485018042)";86765.4393433024;;;"BÄ°LORSA TM - TUTES-A TM EÄ°H;TUTES ÅALT TM - TUTES-B TM EÄ°H;BÄ°LORSA TM - TUTES-A TM EÄ°H;BÄ°LORSA TM - TUTES-A TM EÄ°H;BÄ°LORSA TM - TUTES-A TM EÄ°H";815192
305599;305600;;3;'';400000;;;;;line;;"SRID=4326;LINESTRING(-1.60136602071819 53.4891713922517,-1.59685252540466 53.4879123645674)";329.553855683065;;;;354404
305599;305603;National Grid;6;'';400000;;;;;line;;"SRID=4326;LINESTRING(-1.61348114979747 53.4963482479555,-1.60136602071819 53.4891713922517)";1133.58837482737;;;;367110
305600;59718;;6;'';400000;;;;;line;;"SRID=4326;LINESTRING(-1.48807872861981 53.4061981352427,-1.59685252540466 53.4879123645674)";12395.332124919;;;;693341
338369;382037;;"3;3;3;3;3";'';"220000;220000;220000;220000;220000";"1;1;1;1;1";;;;line;;"SRID=4326;LINESTRING(37.6389973592403 55.5248384834452,37.6200257489235 55.4637627801089)";6978.94593235545;;;;712999
338369;95006;;"3;3;3;3;3";'';"220000;220000;220000;220000;220000";"1;1;1;1;1";;;;line;;"SRID=4326;LINESTRING(37.2914218602384 55.2007403157309,37.6200257489235 55.4637627801089)";46505.9308550725;;;;712998
305603;305480;National Grid;6;'';400000;;;;;line;;"SRID=4326;LINESTRING(-1.61348114979747 53.4963482479555,-1.25289344216464 53.6096986879206)";31336.8782706124;;;;826523
305603;78191;National Grid;6;'';400000;;;;;line;;"SRID=4326;LINESTRING(-1.76693629543972 53.5166901051026,-1.61348114979747 53.4963482479555)";11241.9081217977;;;;565086
403909;49484;;6;'';220000;1;;;;line;;"SRID=4326;LINESTRING(39.6368247796028 59.1918903896179,39.7913751416408 59.2102730152375)";15325.354463015;;;;289298
305607;78707;;6;'';275000;2;;;;line;50;"SRID=4326;LINESTRING(-1.32061292359473 53.4454933591027,-1.24674168926747 53.4446459539614)";7403.8369123895;;;;471148
305611;59668;National Grid;"6;3";'';"400000;400000";;;;;line;;"SRID=4326;LINESTRING(-0.755995524900173 53.5980945577232,-1.06928318798232 53.6366336788749)";21337.6416168685;;;;326919
305611;56318;National Grid;6;'';400000;;;;;line;;"SRID=4326;LINESTRING(-1.08939608276559 53.5755393596235,-1.06928318798232 53.6366336788749)";7660.93600497207;;;;495649
305612;145076;National Grid;6;'';400000;;;;;line;;"SRID=4326;LINESTRING(-1.04120290122041 53.5377729866497,-1.08632189330233 53.5765692716743)";5508.86526397844;;;;755271
305612;97109;National Grid;3;'';275000;;;;;line;;"SRID=4326;LINESTRING(-1.08665029154127 53.5787640193698,-1.08632189330233 53.5765692716743)";126.395907009012;;;;599358
305612;56318;National Grid;6;'';400000;;;;;line;;"SRID=4326;LINESTRING(-1.08939608276559 53.5755393596235,-1.08632189330233 53.5765692716743)";74.5265459313616;;;;699729
305618;402738;;"3;6;3";'';"220000;220000;220000";;;;;line;;"SRID=4326;LINESTRING(20.8768853813373 52.0612333444767,21.4563278031667 51.6617588348984)";75206.8088590697;;;"220kV Kozienice - Mory;220kV Kozienice - Mory + Kozienice - Piaseczno;220kV Kozienice - Piaseczno";817399
305618;305619;;3;'';220000;;;;;line;;"SRID=4326;LINESTRING(20.8768853813373 52.0612333444767,20.8754952384351 52.0637803748361)";298.04801784494;;;220kV Kozienice - Mory;642127
305618;318786;;3;'';220000;;;;;line;;"SRID=4326;LINESTRING(20.8768853813373 52.0612333444767,20.8765396197844 52.0623766486971)";128.17733493052;;;220kV Kozienice - Piaseczno;399094
305619;318786;;3;'';220000;;;;;line;;"SRID=4326;LINESTRING(20.8754952384351 52.0637803748361,20.8765396197844 52.0623766486971)";170.604337410699;;;220kV Mory - Piaseczno;514584
305619;69999;;6;'';220000;;;;;line;;"SRID=4326;LINESTRING(20.8754346146133 52.1857025283772,20.8754952384351 52.0637803748361)";13631.3881901434;;;220kV x 2 Mory - Piaseczno/Kozienice;748473
72782;299742;Red ElÃ©ctrica de EspaÃ±a;3;'';400000;;;;;line;;"SRID=4326;LINESTRING(-4.72720626469768 41.3200911933277,-4.3472506615997 40.8740393350302)";59205.5637280599;;;;515544
371160;119169;;;'';;;;;;line;;"SRID=4326;LINESTRING(-4.0782117495156 43.3569013597161,-4.07788767955296 43.3353217318732)";2714.62667104186;;;;257026
371160;314930;Red ElÃ©ctrica de EspaÃ±a;6;'';220000;2;;;;line;50;"SRID=4326;LINESTRING(-4.07788767955296 43.3353217318732,-4.0800908876188 43.3404078944876)";879.956853023246;;;;516037
403929;20131;TenneT;"2;2;2;2";'';"300000;300000;300000;300000";;;;;line;"0;0;0;0";"SRID=4326;LINESTRING(6.02503294993986 54.3549329471359,6.81465654007723 54.0179078349681)";56622.2103302067;;;"HGÃ BorWin2;HGÃ BorWin2;HGÃ BorWin2;HGÃ BorWin2";728956
403935;85217;;"2;6;3;2;3;2";'';"380000;380000;380000;380000;380000;380000";"3;2;3";;;;line;;"SRID=4326;LINESTRING(31.0217643915051 40.035037629175,30.4328663781128 39.8210531933031)";60768.1697528381;;;"SeyitÃ¶mer TES TM - GÃ¶kÃ§ekaya TM EÄ°H;EskiÅehir 2 TM - GÃ¶kÃ§ekaya TM EÄ°H;EskiÅehir 2 TM - GÃ¶kÃ§ekaya TM EÄ°H;SeyitÃ¶mer TES TM - GÃ¶kÃ§ekaya TM EÄ°H;EskiÅehir 2 TM - GÃ¶kÃ§ekaya TM EÄ°H;SeyitÃ¶mer TES TM - GÃ¶kÃ§ekaya TM EÄ°H";324048
403935;424194;;"2;2;6";'';"380000;380000;380000";3;;;;line;;"SRID=4326;LINESTRING(30.4328663781128 39.8210531933031,29.9125310632092 39.562153986618)";54517.0588005332;;;"SeyitÃ¶mer TES TM - GÃ¶kÃ§ekaya TM EÄ°H;SeyitÃ¶mer TES TM - GÃ¶kÃ§ekaya TM EÄ°H;SeyitÃ¶mer TES TM - EskiÅehir 2 TM EÄ°H";324307
109027;326029;;;'';220000;1;;;;line;;"SRID=4326;LINESTRING(19.1694880064765 50.086063417902,19.2099098258651 50.083659279666)";3582.39241963516;;;220kV Komorowice - BieruÅ;364649
109027;326030;;3;'';220000;;;;;line;;"SRID=4326;LINESTRING(19.1694880064765 50.086063417902,19.2122927868192 50.0890754820922)";3644.13962198814;;;220kV Byczyna - BieruÅ;409113
403941;339481;;3;'';"380000;380000";3;21.303;;;line;;"SRID=4326;LINESTRING(9.563915289346 45.3548543898606,9.63716172438832 45.2264318081562)";16425.4476520854;;;Turano-Tavazzano;717231
403941;57071;;3;'';380000;3;21.301;;;line;;"SRID=4326;LINESTRING(9.70177295289421 45.0925792879631,9.63716172438832 45.2264318081562)";16697.6020309713;;;San Rocco-Turano;173034
400465;63953;;"3;6;3;3;3";'';"300000;300000;300000;300000;300000";1;;;;line;"50;50";"SRID=4326;LINESTRING(10.6486201037791 59.5762360807668,10.740205669126 59.5165030423443)";8454.58050251767;;;;710465
400465;424010;;"3;3;3;3;3;3";'';"420000;300000;420000;420000;420000;300000";;;;;line;"50;50;50;50;50";"SRID=4326;LINESTRING(10.740205669126 59.5165030423443,10.7435672079538 59.5162516791122)";58.9908333466274;;;;769194
305641;305643;;15;'';"220000;110000";;;;;line;;"SRID=4326;LINESTRING(10.2008655618879 47.9562415924745,10.209393089217 47.9380867506026)";2129.3307006964;;;;579354
305643;90420;Lechwerke;9;'';"220000;110000";"2;1";;;;line;;"SRID=4326;LINESTRING(10.2589414104044 47.885919409229,10.209393089217 47.9380867506026)";7021.12972782931;;;;750222
305643;305644;;6;'';220000;;;;;line;;"SRID=4326;LINESTRING(10.209393089217 47.9380867506026,10.2101229703853 47.9369584625071)";135.456397184396;;;;700681
305644;90420;RWE;6;'';"380000;220000";4;;;;line;;"SRID=4326;LINESTRING(10.2589414104044 47.885919409229,10.2101229703853 47.9369584625071)";6916.02020040414;;;"VÃ¶hringen Ost; FÃ¼ssen West";753329
351314;437202;;"3;3";'';"400000;400000";;;;;line;;"SRID=4326;LINESTRING(28.2578137717288 60.9199515697547,28.3771624058843 60.8785050381673)";8010.17865230436;;;;787999
351314;351315;;;'';;;;;;line;;"SRID=4326;LINESTRING(28.25757580801 60.9203530730018,28.2578137717288 60.9199515697547)";45.5949555067901;;;;348291
351314;58917;;"3;3";'';"400000;400000";;;;;line;;"SRID=4326;LINESTRING(28.0303053885629 61.0188003877994,28.2578137717288 60.9199515697547)";16707.9363405719;;;;712180
109042;325664;;6;'';400000;;;;;line;;"SRID=4326;LINESTRING(17.8735953920249 50.746239066479,17.6942805429992 51.1084971585859)";53734.964542522;;;2 x 400 kV DobrzeÅ - Pasikurowice / TrÄbaczew;578287
109042;320706;;"6;6;3;3";'';"400000;400000;400000;400000";;;;;line;"50;50;50;50";"SRID=4326;LINESTRING(18.3784057528551 50.0981623618612,17.8735953920249 50.746239066479)";102298.129973059;;;"400kV DobrzeÅ - Albrechtice + DobrzeÅ - Wielopole;400kV DobrzeÅ - Albrechtice + DobrzeÅ - Wielopole;400kV DobrzeÅ - Albrechtice + DobrzeÅ - Wielopole;400kV DobrzeÅ - Albrechtice + DobrzeÅ - Wielopole";824376
351315;437201;;"3;3;3;3;3";'';"400000;400000;400000;400000;400000";;;;;line;;"SRID=4326;LINESTRING(28.25757580801 60.9203530730018,28.3783779121909 60.8782065845685)";8369.84515042675;;;;827991
351315;58917;;"3;3;3";'';"400000;400000;400000";;;;;line;;"SRID=4326;LINESTRING(28.0303053885629 61.0188003877994,28.25757580801 60.9203530730018)";16640.1003050278;;;;716164
305656;139837;;;'';225000;;;;;line;;"SRID=4326;LINESTRING(7.68680713896196 48.5246631411448,7.69937091781765 48.5140972373375)";1444.52744096647;;;;754532
