node_id;capacity;name;source;ref;lon;operator;ngen;frequency;voltage;lat;wktsrid4326;typ;netcapacity
400628;;"DÃ¶rnigheim 110 kV;DÃ¶rnigheim 220 kV";;DOEH;8.87265547825;EON_Netz;;"50;50";"110000;220000;110000";50.1303809774;"SRID=4326;POINT(8.87265547824942 50.130380977449)";merge;
367145;;;;;44.6824647198;;;;"330000;330000;330000";43.169645348;"SRID=4326;POINT(44.682464719831 43.1696453480106)";joint;
400632;;Ð¡ÐµÐ²ÐµÑÐ¾-ÐÐ°Ð¿Ð°Ð´Ð½Ð°Ñ Ð¢Ð­Ð¦;;;30.0905230621;ÐÐÐ Â«ÐÐ½ÑÐµÑ Ð ÐÐ â Ð­Ð»ÐµÐºÑÑÐ¾Ð³ÐµÐ½ÐµÑÐ°ÑÐ¸ÑÂ»;;;;60.0150286566;"SRID=4326;POINT(30.0905230621097 60.0150286565734)";merge;
40188;;;;;13.5522421542;;;;;45.7986558824;"SRID=4326;POINT(13.5522421541939 45.7986558823948)";substation;
400637;;"Umspannanlage Frimmersdorf I;RWE Kraftwerk Frimmersdorf";;;6.57571679206;RWE;;;"220000;110000";51.0547445683;"SRID=4326;POINT(6.57571679205866 51.0547445682596)";merge;
400638;;"Heizkraftwerk Nord;Umspannwerk Braunschweig Nord";;;10.5064910008;Braunschweiger Versorgungs AG;;;"110000;220000";52.3037288331;"SRID=4326;POINT(10.5064910007682 52.3037288330611)";merge;
433407;;;;;1.21469045952;RTE;;;225000;49.3260225634;"SRID=4326;POINT(1.21469045951936 49.3260225633861)";joint;
400641;;"Cenrale Ã©lectrique des Awirs;Awirs";;;5.42041077706;;;;"220000;150000";50.5859155133;"SRID=4326;POINT(5.42041077705766 50.5859155133475)";merge;
400642;;Station Niederrhein;;;6.68087131596;RWE;;;"110000;380000;220000;110000;110000;110000";51.6463629046;"SRID=4326;POINT(6.68087131596124 51.6463629045782)";merge;
400643;;"Poste Ã©lectrique de La Boisse;Portique Ã©lectrique de Beynost";;;5.02262264967;RTE;;;"400000;225000;63000;225000;63000";45.8380954757;"SRID=4326;POINT(5.022622649666 45.8380954756873)";merge;
400644;;Centrale nuclÃ©aire de Cattenom;;;6.21982296522;EDF;;;;49.4167814402;"SRID=4326;POINT(6.21982296521927 49.4167814402357)";merge;
433413;;Udine N.E. - Redipuglia con derivazione Safau;;22.292;13.2811410508;;;;220000;46.0253729471;"SRID=4326;POINT(13.2811410507767 46.0253729470757)";joint;
72966;;;;;-8.17020573026;;;50;220000;40.3917831416;"SRID=4326;POINT(-8.17020573026365 40.391783141622)";substation;
105735;;;;;6.81658670969;;;;;59.8213731101;"SRID=4326;POINT(6.81658670968642 59.8213731100626)";substation;
400650;;Centrale TGV Seraing;;;5.49128035259;SPE;;;220000;50.6032267508;"SRID=4326;POINT(5.49128035259005 50.6032267508009)";merge;
400652;;"Umspannwerk Farge;Umspannwerk Farge;Kraftwerk Farge";;FARG;8.51675308614;TenneT TSO GmbH;;"50;50";"380000;110000";53.2019252532;"SRID=4326;POINT(8.516753086144 53.2019252531898)";merge;
400653;;Umspannwerk Redwitz;;RED;11.1934192732;;;50;"380000;110000;110000";50.1623792035;"SRID=4326;POINT(11.1934192732072 50.1623792035131)";merge;
72974;;SubestaÃ§Ã£o de Lavos;;;-8.83703010481;;;50;400000;40.057898325;"SRID=4326;POINT(-8.83703010480669 40.0578983249915)";substation;
433423;;;;;2.18683330165;Red ElÃ©ctrica de EspaÃ±a;;50;220000;41.4555695454;"SRID=4326;POINT(2.18683330165245 41.4555695453581)";joint;
322131;;;;;7.71158782602;markE;;"50;50";"110000;110000;220000;110000";51.2753525878;"SRID=4326;POINT(7.71158782601862 51.2753525877558)";joint;
400659;;SubestaÃ§Ã£o de FanhÃµes;;;-9.1373006851;;;50;"400000;220000;150000";38.8888091685;"SRID=4326;POINT(-9.1373006850989 38.8888091685455)";merge;
400661;;Styrum;;;6.87291862289;;;50;"220000;110000";51.4457783048;"SRID=4326;POINT(6.87291862288804 51.4457783048362)";merge;
400662;;"Station Selbeck;Station Selbeck";;;6.86625798895;RWE;;;"220000;110000;110000";51.3743071499;"SRID=4326;POINT(6.86625798894964 51.3743071499273)";merge;
72983;;SubestaÃ§Ã£o de Pombal;;;-8.63465551102;;;50;"220000;60000";39.9191608605;"SRID=4326;POINT(-8.6346555110219 39.9191608604601)";substation;
400664;;"Kriegenbrunn - Redwitz;Raitersaich - WÃ¼rgau;Kriegenbrunn - Redwitz;Raitersaich - WÃ¼rgau;Umspannwerk WÃ¼rgau";;432;11.1068578733;TenneT TSO GmbH;;;"380000;380000;380000";49.9790411265;"SRID=4326;POINT(11.1068578733209 49.979041126528)";merge;
400665;;AvedÃ¸re VÃ¦rket;;;12.4832803054;DONG Energy;;;400000;55.6026367511;"SRID=4326;POINT(12.4832803054194 55.6026367511219)";merge;
400666;;"Station Osterath;Station Osterath";;;6.62486154217;RWE;;"50;50";"220000;110000;380000";51.259925738;"SRID=4326;POINT(6.62486154217348 51.2599257380206)";merge;
400667;;Station DÃ¼lken;;;6.3300207656;RWE;;50;"380000;220000;110000";51.2428787187;"SRID=4326;POINT(6.33002076559644 51.2428787187495)";merge;
400668;;Fiddlers Ferry Power Station;;;-2.68851582215;;;;275000;53.3707276593;"SRID=4326;POINT(-2.68851582215091 53.3707276593449)";merge;
400672;;Bramford Substation;;;1.06222643559;;;;"400000;132000";52.0709561751;"SRID=4326;POINT(1.06222643558631 52.0709561751083)";merge;
400674;;;;;-1.59643102939;;;;"275000;132000";53.8056341183;"SRID=4326;POINT(-1.59643102938653 53.8056341183326)";merge;
400675;;Umspannwerk Herbertingen;;;9.42525731183;EnBW;;;"380000;220000;110000";48.0641302091;"SRID=4326;POINT(9.42525731183031 48.0641302090817)";merge;
72996;;SubestaÃ§Ã£o de Penela;;;-8.3911777756;;;50;220000;39.9733466089;"SRID=4326;POINT(-8.39117777559719 39.9733466088918)";substation;
72997;;Ballybeg;;;-6.09587440061;;;;;52.9909497672;"SRID=4326;POINT(-6.09587440061383 52.9909497671931)";substation;
400680;;380-kV-Umspannwerk GroÃgartach;;;9.15118600564;;;;"380000;220000;110000";49.1433394746;"SRID=4326;POINT(9.15118600564182 49.1433394745617)";merge;
73001;;;;;-8.95088963145;;;50;400000;39.0140784514;"SRID=4326;POINT(-8.95088963145165 39.0140784513931)";substation;
400685;;;;;-1.49541182747;;;;"275000;132000";53.7776238946;"SRID=4326;POINT(-1.49541182747251 53.7776238946203)";merge;
73007;;SubestaÃ§Ã£o de Sines;;;-8.76405693829;;;50;"400000;150000";37.9977664582;"SRID=4326;POINT(-8.76405693828824 37.9977664581959)";substation;
400688;;"Umspannstation Hoheneck Amprion;Umspannwerk Hoheneck EnBW";;;9.19488883025;Amprion;;"50;50";"380000;220000;110000;220000;110000";48.9134592122;"SRID=4326;POINT(9.19488883025304 48.9134592121868)";merge;
400689;;"Centrale nuclÃ©aire de Fessenheim;Poste Ã©lectrique de Fessenheim";;;7.56008542284;EDF;;;400000;47.904810715;"SRID=4326;POINT(7.56008542284126 47.9048107149763)";merge;
400690;;"EnBW Umspannwerk Altbach 2;Heizkraftwerk Altbach/Deizisau;EnBW Umspannwerk Altbach 1";;;9.37193486519;EnBW;;50;"380000;110000";48.7185752051;"SRID=4326;POINT(9.37193486518918 48.7185752050525)";merge;
400691;;Pradella;;;10.3325543082;;;;"380000;220000";46.8049252318;"SRID=4326;POINT(10.3325543081786 46.804925231788)";merge;
73013;;High Marnham Substation;;;-0.793727510287;;;;"400000;275000";53.2280559535;"SRID=4326;POINT(-0.793727510287437 53.228055953451)";substation;
400695;;"Trawsfynydd Substation;Trawsfynydd Nuclear Power Station";;;-3.94878725548;National Grid;;;"132000;400000;275000";52.9263581565;"SRID=4326;POINT(-3.94878725548488 52.9263581564771)";merge;
400696;;Burwell Main Substation (BURW);;BURW;0.313189793416;;;;"400000;132000";52.2804512184;"SRID=4326;POINT(0.313189793416491 52.2804512184145)";merge;
73018;;Stacja elektroenergetyczna âPÅockâ 400/110 kV;;PLO;19.7183783497;PSE Operator;;;"400000;110000";52.6356351566;"SRID=4326;POINT(19.7183783496762 52.6356351565863)";substation;
73019;;;;;-9.20271384146;;;50;220000;38.7712710337;"SRID=4326;POINT(-9.20271384146072 38.7712710336906)";substation;
400700;;"Uniper Kraftwerk Wilhelmshaven;Wilhelmshaven Gasturbine;Umspannwerk Kraftwerk Wilhelmshaven";;WHGT;8.14199774997;EON_Netz;;;"110000;220000;110000";53.563967863;"SRID=4326;POINT(8.14199774997251 53.5639678630319)";merge;
400701;;Olkiluodon ydinvoimala;;;21.4413037081;TVO;;;"400000;110000";61.2384547818;"SRID=4326;POINT(21.4413037080753 61.23845478182)";merge;
400702;;EnBW Umspannwerk Laichingen;;;9.7042450567;EnBW;;50;"380000;110000";48.4649421666;"SRID=4326;POINT(9.70424505670117 48.464942166562)";merge;
400703;;"Station Walsum;Walsum Block 10;Kraftwerk Duisburg-Walsum";;;6.71804677656;Amprion;;"50;50";"220000;110000;380000";51.5287926234;"SRID=4326;POINT(6.71804677656335 51.5287926233631)";merge;
400705;;"Magdeburg (50Hertz);Magdeburg (EON Avacon)";;Mgd;11.5622435981;50Hertz Transmission;;"50;50";"220000;110000;110000";52.1239372733;"SRID=4326;POINT(11.5622435981147 52.1239372732635)";merge;
400708;;;;;17.8661054496;;;;"220000;70000;220000";59.4770362041;"SRID=4326;POINT(17.866105449578 59.4770362040931)";merge;
400711;;"Heizkraftwerk Reuter West;Umspannwerk Reuter;Umspannwerk Reuter 110/30KV";;;13.2470743489;Vattenfall Europe AG;;"50;50";"380000;110000;110000";52.5334412646;"SRID=4326;POINT(13.2470743488531 52.5334412645957)";merge;
73034;;;;;-8.84574982826;;;50;400000;38.5105632758;"SRID=4326;POINT(-8.84574982826179 38.5105632758399)";substation;
400715;;"Kraftwerk Heyden;KW Heyden";;HEYD;8.99643965435;E.ON Kraftwerke GmbH;;50;380000;52.3814719457;"SRID=4326;POINT(8.99643965434532 52.3814719457276)";merge;
400717;;Poste Ã©lectrique de Morbras;;;2.6482639326;;;;"400000;225000";48.7788533329;"SRID=4326;POINT(2.64826393260133 48.7788533329022)";merge;
400719;;;;;-3.30886774402;;;;"275000;132000";55.9023361669;"SRID=4326;POINT(-3.30886774402384 55.9023361669112)";merge;
73041;;Ittiri;;;8.62293452585;;;;380000;40.5766010046;"SRID=4326;POINT(8.6229345258496 40.5766010045993)";substation;
73042;;Ottana;;;9.00069033343;;;;220000;40.2444956159;"SRID=4326;POINT(9.00069033342706 40.2444956158533)";substation;
400724;;"Ð¢Ð­Ð¦-25;Ð­Ð»ÐµÐºÑÑÐ¾Ð¿Ð¾Ð´ÑÑÐ°Ð½ÑÐ¸Ñ â214 ""ÐÑÐ°ÐºÐ¾Ð²Ð¾"" 500ÐºÐ";;214;37.4433316945;"ÐÐÐ ""ÐÐ¾ÑÑÐ½ÐµÑÐ³Ð¾""";;;;55.6961125125;"SRID=4326;POINT(37.4433316944584 55.6961125125043)";merge;
433493;;"Pyhrn - Ernsthofen;WeiÃenbach - Ernsthofen";;"201B;202";14.2454473188;Austrian Power Grid AG;;;220000;47.885698622;"SRID=4326;POINT(14.2454473188287 47.8856986219546)";joint;
400726;;"Umspannwerk Kraftwerk Robert Frank;Gasstation Landesbergen, Bezugsstation;Kraftwerk Robert Frank";;;9.11366711119;TenneT;;50;220000;52.5459026532;"SRID=4326;POINT(9.1136671111921 52.545902653156)";merge;
39481;;;;;-2.10728102788;;;;;51.4674754767;"SRID=4326;POINT(-2.10728102788192 51.467475476659)";substation;
400728;;Ringhals kÃ¤rnkraftverk;;;12.1099065985;Ringhals AB;;;400000;57.260610071;"SRID=4326;POINT(12.109906598502 57.2606100709959)";merge;
400729;;"ElektrÃ¡rna TuÅ¡imice;SHD Merkur";;ETU;13.3403033367;;;;;50.3848911417;"SRID=4326;POINT(13.3403033366974 50.384891141691)";merge;
400732;;"Mittelbexbach;Kraftwerk Bexbach;Bexbach Kraftwerk";;;7.23542955555;Amprion;;"50;50";"380000;380000;220000;110000";49.3627899884;"SRID=4326;POINT(7.23542955555306 49.3627899883735)";merge;
400733;;"Centrale de Salon-de-Provence;Poste Ã©lectrique de Salon";;;5.11526396557;RTE;;;225000;43.6326829665;"SRID=4326;POINT(5.1152639655656 43.6326829665281)";merge;
400734;;BÃ¼ren;;BUEN;9.4934091058;EON_Netz;;50;110000;52.5985236329;"SRID=4326;POINT(9.49340910579627 52.5985236328654)";merge;
400737;;"Stadorf;Stadorf";;;10.3830488858;EON_Netz;;"50;50";"110000;380000";52.9939634151;"SRID=4326;POINT(10.383048885796 52.9939634151273)";merge;
73058;;;;;-6.70313320011;Red ElÃ©ctrica de EspaÃ±a;;50;400000;38.3203859499;"SRID=4326;POINT(-6.70313320011319 38.3203859498945)";substation;
73059;;SubestaciÃ³n de Bienvenida;;;-6.19790211665;Red ElÃ©ctrica de EspaÃ±a;;50;400000;38.317271895;"SRID=4326;POINT(-6.19790211665009 38.3172718949519)";substation;
400742;;ElektrÃ¡rna MÄlnÃ­k;;EMÄ;14.413591116;ÄEZ;;"50;50";"110000;22000;22000;110000;400000";50.4136587259;"SRID=4326;POINT(14.4135911160115 50.4136587258655)";merge;
73063;;SubestaciÃ³n de MÃ©rida;;;-6.34165190055;Red ElÃ©ctrica de EspaÃ±a;;50;"220000;132000";38.8965583936;"SRID=4326;POINT(-6.34165190055213 38.8965583935679)";substation;
400746;;;;;13.2504151425;;;;;50.4127955179;"SRID=4326;POINT(13.2504151424642 50.4127955178931)";merge;
400747;;"Porto Corsini Sezione 1;Centrale termoelettrica ""Teodora""";;;12.2661328179;Enel Produzione;;;380000;44.4848064284;"SRID=4326;POINT(12.2661328178599 44.4848064283807)";merge;
73071;;ÐÐ¾Ð´ÑÑÐ°Ð½ÑÐ¸Ñ ÐÐ°ÑÐ½Ð°;;ÐÐ°ÑÐ½Ð°;27.5068065706;ÐÐÐ;;;"750000;400000;15750";43.3146572072;"SRID=4326;POINT(27.5068065706264 43.3146572072447)";substation;
430156;;"110 kV Manfort Ost;220 kV DÃ¼nnwald Ost|West";;;6.9851182659;RWE;;"50;50;50";"110000;110000;220000";51.0539594108;"SRID=4326;POINT(6.98511826589643 51.0539594108093)";joint;
307091;;;;;9.36261693772;Energinet.dk;;"50;50;50";"400000;150000;150000;400000";55.2780051634;"SRID=4326;POINT(9.36261693772477 55.2780051633651)";joint;
400756;;LÃ¤nsisalmen sÃ¤hkÃ¶asema;;;25.1194023763;;;;"400000;110000;110000";60.2592700431;"SRID=4326;POINT(25.1194023762785 60.259270043061)";merge;
400760;;ÐÐ°Ð¿Ð¾ÑÐ¾Ð¶ÑÐºÐ°Ñ ÐÐ Ð­Ð¡;;;34.6275457594;;;;;47.5084294043;"SRID=4326;POINT(34.6275457593666 47.5084294042996)";merge;
400761;;;;;31.2256957754;;;;;47.8192105404;"SRID=4326;POINT(31.2256957754149 47.8192105404033)";merge;
433530;;;;;6.27210909828;RTE;;;"225000;225000";49.196428815;"SRID=4326;POINT(6.27210909827856 49.1964288149846)";joint;
400766;;"Poste source de VillevaudÃ©;Poste Ã©lectrique de VillevaudÃ©";;;2.66262130977;RTE;;;"63000;20000;400000;225000";48.9044881919;"SRID=4326;POINT(2.66262130977328 48.904488191891)";merge;
73087;;;;;26.9063873976;;;;"400000;110000";60.5988349629;"SRID=4326;POINT(26.9063873975718 60.5988349628749)";substation;
400768;;Hinkley Point Nuclear Power Station;;;-3.13166840971;;;;"400000;275000";51.2075596629;"SRID=4326;POINT(-3.13166840970997 51.2075596629444)";merge;
400769;;Braintree Substation;;;0.575897812913;National Grid;;;"132000;400000;132000";51.8657361963;"SRID=4326;POINT(0.575897812912659 51.8657361963481)";merge;
335234;;;;;15.072306009;;;"50;50";"0;130000;220000;130000";58.558869549;"SRID=4326;POINT(15.0723060089795 58.5588695489631)";joint;
400771;;"Umspannwerk Rosdorf;STL Siekweg";;;9.88285321215;"TenneT;AVACON";;50;"220000;110000";51.5155135428;"SRID=4326;POINT(9.88285321214746 51.5155135427867)";merge;
73092;;;;;3.4782730521;RTE;;;;48.4991466594;"SRID=4326;POINT(3.47827305210236 48.4991466594383)";substation;
400773;;"UW Thyrow Trfostation;Spitzenlastgasturbinenkraftwerk Thyrow;Umrichterwerk Thyrow;Thyrow";;;13.3041225501;EON_edis;;"50;16.7;50";"110000;380000;220000;110000";52.2308385419;"SRID=4326;POINT(13.3041225501447 52.2308385418574)";merge;
400774;;"Umformerwerk KÃ¶ln;Umspannwerk Gremberghoven;Station Gremberghoven;Station Gremberghoven";;;7.04774792555;DB_Energie;;"50;16.7;50;50;50";"110000;15000;110000;110000;220000;110000";50.9044555807;"SRID=4326;POINT(7.04774792555294 50.9044555806658)";merge;
400776;;"Gleidingen 110 kV;Gleidingen 220 kV";;;10.4216240904;EON_Netz;;;"110000;220000";52.2368911277;"SRID=4326;POINT(10.4216240903664 52.2368911277158)";merge;
302474;;"380kV BÃ¼scherhof West;110kV Lirich West+Thyssen Ost";;4566;6.92904076818;RWE;;;"380000;220000;110000;380000;220000;380000;110000";51.5034438857;"SRID=4326;POINT(6.92904076818332 51.5034438856652)";joint;
302475;;"380kV Essen West;220kV Buer SÃ¼d+Scholven E";;4566;6.92631671692;RWE;;;"380000;380000;220000;220000";51.5016749661;"SRID=4326;POINT(6.92631671691575 51.5016749661395)";joint;
400780;;"Teufelsbruch;Oberhavel";;;13.211755274;50Hertz Transmission;;"50;50";"380000;110000;110000";52.579967716;"SRID=4326;POINT(13.2117552739978 52.5799677159934)";merge;
302478;;;;4566;6.98540358439;RWE;;;"380000;220000;110000;380000;220000;110000;380000;220000;110000";51.5204730866;"SRID=4326;POINT(6.98540358439177 51.5204730865673)";joint;
400786;;"Poste Ã©lectrique de Marckolsheim;Centrale hydroÃ©lectrique de Marckolsheim";;;7.58798440524;;;;;48.1537247161;"SRID=4326;POINT(7.58798440523814 48.1537247161449)";merge;
400787;;"Solarkraftwerk GÃ¶ttelborn (8,3 MW peak);Kraftwerk Weiher";;;7.03248957038;;;;;49.336526729;"SRID=4326;POINT(7.03248957037782 49.3365267290147)";merge;
400790;;"Poste Ã©lectrique de La Palun;Centrale thermique de Provence";;;5.48607669713;RTE;;;"225000;63000;63000";43.4683297266;"SRID=4326;POINT(5.48607669713341 43.4683297265791)";merge;
400792;;Foggia;;;15.5391826142;Terna;;;380000;41.5006780038;"SRID=4326;POINT(15.5391826142051 41.5006780038121)";merge;
400793;;Umspannwerk Friedrichshain;;4622;13.4564243975;"Vattenfall Europe AG;50Hertz";;50;"380000;110000";52.5214459768;"SRID=4326;POINT(13.4564243975239 52.5214459768157)";merge;
400794;;"VÃ¶hringen LEW;VÃ¶hringen Amprion";;Station Nr. 625;10.0828338243;LEW;;"50;50";"380000;220000;110000;380000";48.2674353671;"SRID=4326;POINT(10.0828338243409 48.2674353670844)";merge;
400795;;"Gundremmingen;Kernkraftwerk Gundremmingen";;Station 179 U;10.401460886;LEW;;50;"380000;110000";48.5140683465;"SRID=4326;POINT(10.4014608859891 48.5140683465363)";merge;
400796;;SubestaciÃ³ de Santa Coloma;;;2.19127536355;R.E.E.;;50;220000;41.460522197;"SRID=4326;POINT(2.19127536354571 41.4605221969949)";merge;
105886;;;;;7.41509976481;;;;110000;52.0239113312;"SRID=4326;POINT(7.41509976481025 52.0239113312042)";substation;
400799;;Umspannwerk Niederstotzingen;;;10.2315271379;EnBW;;50;"380000;110000";48.5297331193;"SRID=4326;POINT(10.2315271378528 48.5297331193394)";merge;
302500;;;;;22.7769057506;;;;"400000;400000";40.7365372949;"SRID=4326;POINT(22.7769057505715 40.7365372948711)";joint;
400808;;"Kraftwerk Knepper;Station Knepper";;;7.3518105852;E.On Kraftwerke GmbH;;50;110000;51.5683678573;"SRID=4326;POINT(7.35181058520026 51.5683678572978)";merge;
400810;;"Central nuclear de VandellÃ²s II;Central tÃ¨rmica de Cicle Combinat Plana del Vent";;;0.867221037394;;;;;40.9535670228;"SRID=4326;POINT(0.867221037394027 40.9535670227967)";merge;
400812;;Umspannwerk Oberwald;;;8.44551903668;;;50;"220000;110000";48.9860892546;"SRID=4326;POINT(8.44551903667631 48.9860892546231)";merge;
400814;;"Unterweser;Kernkraftwerk Unterweser";;UWES;8.47524921208;EON_Netz;;"50;50";"380000;220000;110000;380000;220000";53.4286850462;"SRID=4326;POINT(8.4752492120761 53.4286850461992)";merge;
400816;;Norwich Main Substation;;;1.27313676765;EDF Energy Networks Ltd.;;;"132000;132000;400000";52.5743284998;"SRID=4326;POINT(1.27313676765401 52.5743284998037)";merge;
400817;;"KW NiederauÃem;Station Auenheim;Kraftwerk Niederaussem";;;6.66768113915;RWE;;"50;50";"220000;110000";50.9932912142;"SRID=4326;POINT(6.66768113914568 50.9932912142426)";merge;
73138;;SubestaciÃ³n de Totana;;;-1.44572382292;;;50;"400000;132000";37.7655755012;"SRID=4326;POINT(-1.44572382291691 37.7655755011621)";substation;
400819;;"RHU1;Salzach;RHU3;RHU2;Umspannwerk Hagenau";;;13.0283977387;Austrian Power Grid AG;;;;47.8324220954;"SRID=4326;POINT(13.0283977387216 47.8324220954171)";merge;
73142;;;;;-8.20648532384;;;50;220000;42.5499317211;"SRID=4326;POINT(-8.20648532383777 42.5499317211088)";substation;
73143;;;;;-8.36743471468;;;50;220000;42.4901080556;"SRID=4326;POINT(-8.36743471467513 42.4901080556499)";substation;
73144;;;;;-8.1586565293;;;50;220000;42.7418020001;"SRID=4326;POINT(-8.15865652930259 42.7418020000524)";substation;
73146;;;;;-8.84527957435;;;50;220000;42.8307016563;"SRID=4326;POINT(-8.84527957435452 42.8307016562871)";substation;
400827;;Kernkraftwerk GÃ¶sgen;;;7.96904508998;;;;;47.3652011089;"SRID=4326;POINT(7.96904508998404 47.3652011088731)";merge;
302527;;;;;3.41249638579;RTE;;;"225000;225000";46.208789087;"SRID=4326;POINT(3.41249638578974 46.2087890869972)";joint;
302528;;;;;3.41585374933;RTE;;;"225000;225000;225000";46.2232051836;"SRID=4326;POINT(3.41585374933261 46.2232051835744)";joint;
73155;;ST ROMICA;;;-1.79946363997;Red ElÃ©ctrica de EspaÃ±a;;50;400000;39.0433736843;"SRID=4326;POINT(-1.79946363996903 39.0433736842873)";substation;
400837;;"Umspannwerk Vieselbach;Vieselbach (TEN)";;;11.1223691907;50Hertz Transmission GmbH;;"50;50";"380000;220000;110000;110000";50.9988751072;"SRID=4326;POINT(11.1223691907243 50.9988751071947)";merge;
400842;;"Ospiate;Ospiate CP";;;9.09222756758;Terna;;;"380000;132000";45.5383274933;"SRID=4326;POINT(9.09222756758297 45.5383274933095)";merge;
73165;;;;;-8.12955244407;;;50;220000;41.0820157359;"SRID=4326;POINT(-8.12955244407461 41.0820157358845)";substation;
73167;;SubestaciÃ³n de Pinilla;;;-1.60210329726;Red ElÃ©ctrica de EspaÃ±a;;50;400000;38.7646248909;"SRID=4326;POINT(-1.60210329725634 38.7646248908901)";substation;
400848;;;;;4.42386725062;E.ON;;;"380000;150000;150000";50.9420314226;"SRID=4326;POINT(4.42386725062077 50.9420314225798)";merge;
400850;;Station Gersteinwerk;;;7.71587466202;RWE Gersteinwerk;;50;"380000;220000;110000";51.6746596101;"SRID=4326;POINT(7.71587466201739 51.6746596100824)";merge;
400853;;"Poste dÂ´ÃlectricitÃ© Porte du Rhin;Poste dÂ´ÃlectricitÃ© Porte du Rhin";;;7.79628563527;;;;;48.5574957951;"SRID=4326;POINT(7.7962856352699 48.5574957951483)";merge;
335318;;;;;1.72466221891;RTE;;"50;50;50";"225000;225000;225000";48.2685863556;"SRID=4326;POINT(1.72466221891486 48.2685863556296)";joint;
400855;;"Kraftwerkschaltanlage Knapsack 1;Statkraft Kraftwerk Knapsack I";;;6.84191592143;Statkraft;;;"380000;220000";50.8596851759;"SRID=4326;POINT(6.84191592142534 50.8596851759214)";merge;
400856;;Eggborough Power Station;;;-1.12543121543;;;;400000;53.7110986632;"SRID=4326;POINT(-1.12543121543147 53.7110986632473)";merge;
73177;;Arezzo C;;;11.8075576251;Enel;;;220000;43.4465698817;"SRID=4326;POINT(11.8075576250686 43.4465698817033)";substation;
400858;;Central tÃ©rmica de CastellÃ³n;;;0.000392276655645;Iberdrola;;;;39.9573457765;"SRID=4326;POINT(0.000392276655644855 39.9573457764964)";merge;
400862;;"Kiisa alajaam;Kiisa AREJ";;;24.7017760525;"Elering;Elektrilevi";;;"330000;330000;220000;110000;35000;10000;110000";59.24370497;"SRID=4326;POINT(24.7017760524708 59.2437049699823)";merge;
73185;;;;;17.8847774539;;;;;59.6235553091;"SRID=4326;POINT(17.8847774538525 59.6235553091264)";sub_station;
433636;;;;;4.21754762576;;;;"230;230;380000";50.8046035846;"SRID=4326;POINT(4.21754762575561 50.8046035845959)";joint;
400869;;ESB Substation;;;-6.19652296591;ESB Networks;;;;53.2562585307;"SRID=4326;POINT(-6.1965229659068 53.2562585307376)";merge;
433638;;"Etzenricht - Mechlenreuth - Redwitz;Mechlenreuth - Schwandorf;Latsch - Tirschenreuth - Wiesau;Windischeschenbach - Tirschenreuth - Mitterteich";;"437;248;117;118";12.2113291343;"TenneT TSO GmbH;E.ON Netz GmbH";;;"380000;220000;110000";49.8564936448;"SRID=4326;POINT(12.2113291343192 49.856493644845)";joint;
400871;;Ratcliffe Power Station;;;-1.25520325771;E.ON UK;;;400000;52.8656418296;"SRID=4326;POINT(-1.25520325770883 52.8656418295799)";merge;
105960;;Fetteresso Substation;;;-2.347620754;;;;;56.964621764;"SRID=4326;POINT(-2.34762075399686 56.9646217639866)";sub_station;
400873;;"Witten;Station Witten";;;7.31439371688;RWE;;"50;50";"380000;380000;110000";51.4460531776;"SRID=4326;POINT(7.31439371687621 51.4460531775593)";merge;
302572;;;;21.308;10.0998358148;;;;"380000;380000;380000";45.8410127877;"SRID=4326;POINT(10.0998358148072 45.8410127877231)";joint;
400877;;Ä°kitelli TM;;;28.7893490749;;;;380000;41.0688083846;"SRID=4326;POINT(28.789349074853 41.068808384583)";merge;
73199;;;;;-6.26599645496;;;50;220000;41.4885232751;"SRID=4326;POINT(-6.2659964549572 41.4885232751325)";substation;
335345;;;;;-0.0683938629771;RTE;;"50;50;50";"225000;225000;225000";46.805439085;"SRID=4326;POINT(-0.0683938629771386 46.805439085005)";joint;
73209;;;;;-6.88651645984;;;50;220000;41.5010200571;"SRID=4326;POINT(-6.88651645984118 41.5010200571332)";substation;
433658;;;;;1.79482918656;RTE;;"50;50";"90000;225000";47.8935368208;"SRID=4326;POINT(1.79482918655865 47.8935368207571)";joint;
400895;;"Planais CP;Planais";;;13.2338242324;Enel Distribuzione;;;"132000;380000";45.7837675347;"SRID=4326;POINT(13.2338242323577 45.7837675347044)";merge;
73217;;SubestaÃ§Ã£o de RÃ©gua;;;-7.75784102598;;;50;"220000;60000";41.1387150629;"SRID=4326;POINT(-7.75784102597666 41.1387150629306)";substation;
73218;;;;;-7.73786258949;;;50;220000;41.1475504469;"SRID=4326;POINT(-7.73786258948816 41.147550446909)";substation;
73219;;;;;-7.55169421883;;;;;41.1132071744;"SRID=4326;POINT(-7.55169421882585 41.1132071743612)";substation;
73220;;;;;-7.65590975013;;;50;220000;41.0820320077;"SRID=4326;POINT(-7.65590975012842 41.0820320076561)";substation;
73222;;;;;-1.80148627676;;;50;;39.0459235605;"SRID=4326;POINT(-1.80148627676006 39.0459235604571)";substation;
302601;;;;"22.L04;22.L05";9.49831617505;;;;"132000;220000";45.687780639;"SRID=4326;POINT(9.49831617504928 45.687780639015)";joint;
